"Gene ID","Description","Log2 FC MF/PF","-Log10(P-Value)","significance","Log2 FC PF/MF","Ratio H/L normalized Significance B","FC MF/PF","Significant","Annotation","Coordinates"
"Tb927.2.3280","65 kDa invariant surface glycoprotein",2.791058,3.88069131217092,"Up in MF",-2.791058,0.000131616,6.92137177578792,"+","Tb927.2.3280 is included in the African trypanosome cell surface phylome and is a member of Fam49 (79 members)","601594:602904 Forward;>Tb927.2.3290 | 65 kDa invariant surface glycoprotein | Tb927.2.3290 is included in the African trypanosome cell surface phylome and is a member of Fam49 (79 members) | 605140:606450 Forward;>Tb927.2.3300 | 65 kDa invariant surface glycoprotein | Tb927.2.3300 is included in the African trypanosome cell surface phylome and is a member of Fam49 (79 members) | 608681:609991 Forward;>Tb927.2.3310 | 65 kDa invariant surface glycoprotein | Tb927.2.3310 is included in the African trypanosome cell surface phylome and is a member of Fam49 (79 members) | 612224:613534 Forward;>Tb927.2.3270 | 65 kDa invariant surface glycoprotein | Tb927.2.3270 is included in the African trypanosome cell surface phylome and is a member of Fam49 (79 members) | 598050:599360 Forward"
"Tb927.6.560","cysteine peptidase C (CPC)",2.777641,3.2571853488608,"Up in MF",-2.777641,0.000553114,6.85730171090373,"+","Curated by J. Mottram.","238072:239094 Reverse"
"Tb927.8.4840","kinesin, putative",2.758868,2.86235128874449,"Up in MF",-2.758868,0.001372931,6.76864944399314,"+","InterPro:IPR001752 :Kinesin, motor region;SMART:SM00129;;query 5-404;description=Kinesin, motor region","1426400:1429444 Reverse"
"Tb927.10.12510","P-type H-ATPase, putative",2.707925,3.69687092848621,"Up in MF",-2.707925,0.000200969,6.53381225303545,"+","iprscan;InterPro:IPR005834 :Haloacid dehalogenase-like hydrolase;Pfam:PF00702;;score=9.1E-20;query 338-618;description=Haloacid dehalogenase-like hydrolase","3034630:3037392 Reverse"
"Tb927.4.1230","hypothetical protein",2.702938,3.11800855401516,"Up in MF",-2.702938,0.000762064,6.51126565209411,"+","term=annotation;date=20110221;qualifier=added_contro lled_curation;qualifier=added_comment;curatorName=FLK","329308:330096 Reverse"
"Tb927.8.3380","electron transfer protein, putative",2.676595,3.34038039982775,"Up in MF",-2.676595,0.000456688,6.3934515916814,"+","InterPro:IPR004489 :Succinate dehydrogenase/fumarate reductase iron-sulphur protein;TIGR_TIGRFAMS:TIGR00384;;query 32-239;description=Succinate dehydrogenase/fumarate reductase iron-sulphur protein","1010209:1010937 Forward"
"Tb927.8.5140","diacylglycerol kinase, putative",2.672635,3.06244048591024,"Up in MF",-2.672635,0.000866083,6.37592650699995,"+","InterPro:IPR000756 :Diacylglycerol kinase accessory region;SMART:SM00045;;query 305-499;description=Diacylglycerol kinase accessory region","1532194:1533921 Forward"
"Tb927.5.1260","hypothetical protein, conserved",2.665844,3.60557458777961,"Up in MF",-2.665844,0.000247985,6.34598451102983,"+","InterPro:IPR002645 :Sulphate transporter/antisigma-factor antagonist STAS;Prosite:PS50801;;query 471-529;description=Sulphate transporter/antisigma-factor antagonist STAS","472412:474133 Forward"
"Tb2.NT.7","missing_product_qualifer",2.665478,3.04939128861158,"Up in MF",-2.665478,0.000892501,6.34437479055952,"+","not essential in procyclics, JMS-1","352625:352730 Forward"
"Tb927.8.5460","flagellar calcium-binding protein",2.652357,2.85970664325165,"Up in MF",-2.652357,0.001381317,6.28693566537965,"+","Part of an tandem array. Number of copies in the array is uncertain.","1617393:1618616 Forward;>Tb927.8.5440 | flagellar calcium-binding protein | ProDom:PD000012;;query 138-192;description=null | 1613150:1613806 Forward;>Tb927.8.5465 | flagellar calcium-binding protein | ProDom:PD000012;;query 138-192;description=null | 1618985:1619641 Forward;>Tb927.8.5470 | flagellar calcium-binding protein | Part of an tandem array. Number of copies in the array is uncertain. | 1620010:1620711 Forward"
"Tb927.9.15870","hypothetical protein",2.638456,3.54678718798154,"Up in MF",-2.638456,0.000283931,6.22664919029891,"+","missing_note_qualifer","2511585:2512283 Reverse"
"Tb927.10.15400","kinesin, putative",2.629769,3.36401187990563,"Up in MF",-2.629769,0.000432502,6.18926888766828,"+","iprscan;InterPro:IPR001752 :Kinesin, motor region;Pfam:PF00225;;score=3.9E-122;query 49-447;description=Kinesin, motor region","3779645:3784693 Forward"
"Tb927.9.6530","hypothetical protein",2.619537,4.66154350639539,"Up in MF",-2.619537,2.18e-05,6.1455281418426,"+","term=other;date=20110221;qualifier=added_controlled_ curation;qualifier=added_comment;curatorName=FLK","1072870:1075935 Forward"
"Tb927.8.4110","flagellum-adhesion glycoprotein, putative",2.604455,3.76772068574793,"Up in MF",-2.604455,0.000170718,6.08161715556345,"+","InterPro:IPR001258 :NHL repeat;Pfam:PF01436;;query 120-146;description=NHL repeat","1215876:1217648 Reverse"
"Tb927.10.14650","hypothetical protein, conserved",2.593354,3.48472769981481,"Up in MF",-2.593354,0.000327546,6.0350009580223,"+","term=annotation;date=20110223;qualifier=added_commen t;qualifier=added_controlled_curation;curatorName=FLK","3584612:3584986 Reverse"
"Tb8.NT.37","missing_product_qualifer",2.578629,3.45299984106085,"Up in MF",-2.578629,0.000352371,5.97371744404656,"+","not essential in procyclics, JMS-4","626529:627112 Forward"
"Tb927.11.6620","nucleic acid binding protein, putative",2.574412,3.69853809616522,"Up in MF",-2.574412,0.000200199,5.95628175273018,"+","Superfamily:SSF57756;;query 180-235;description=null","1868099:1869367 Reverse"
"Tb927.11.7710","Gp63-1 surface protease homolog, putative",2.573037,3.69538885162251,"Up in MF",-2.573037,0.000201656,5.95060765971717,"+","*blastp_file: psu/Kineto_aa:blastp/ORFS_200.seq.00662.out","2188019:2189713 Reverse"
"Tb927.5.390","75 kDa invariant surface glycoprotein, putative",2.57055,3.24331141450578,"Up in MF",-2.57055,0.000571069,5.94035849940395,"+","Similar to (96%)GP:790931: invariant surface glycoprotein {Trypanosoma brucei} (PMID:7723788)","178519:180087 Forward"
"Tb927.11.7216.1","missing_product_qualifer",2.568238,2.57017701163389,"Up in MF",-2.568238,0.002690438,5.93084636447817,NA,"missing_note_qualifer","2031400:2032698 Could not determine strand"
"Tb927.6.2830","GTPase activating protein, conserved",2.547004,3.38536428265765,"Up in MF",-2.547004,0.000411752,5.84419371770583,"+","InterPro:IPR000195 :RabGAP/TBC;Superfamily:SSF47923;;query 310-440;description=RabGAP/TBC","846338:847684 Forward"
"Tb927.7.1390","RNA-binding protein, putative",2.543804,2.83191549877622,"Up in MF",-2.543804,0.001472599,5.8312452468544,"+","Superfamily:SSF54928;;query 2-116;description=null","353441:353995 Forward"
"Tb927.10.300","hypothetical protein, conserved",2.524666,2.7984592271764,"Up in MF",-2.524666,0.001590526,5.75440195755828,NA,"iprscan;InterPro:IPR006769 :Protein of unknown function DUF607;Pfam:PF04678;;score=1.7E-7;query 61-209;description=Protein of unknown function DUF607","86045:86809 Forward"
"Tb927.8.6890","hypothetical protein, conserved",2.518205,2.49615118799814,"Up in MF",-2.518205,0.003190427,5.72868892601159,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","1991804:1992070 Reverse"
"Tb927.2.6000","glycosylphosphatidylinositol-specific phospholipase C",2.500545,3.10354543598792,"Up in MF",-2.500545,0.00078787,5.65899161593107,"+","InterPro:IPR000909 :Phosphatidylinositol-specific phospholipase C, X region;Pfam:PF00388;;query 53-199;description=Phospholipase C, phosphatidylinositol-specific , X region","1088353:1089429 Forward"
"Tb927.8.7450","myosin heavy chain kinase A, putative",2.479553,3.24340572598701,"Up in MF",-2.479553,0.000570945,5.5772463615613,"+","InterPro:IPR004166 :MHCK/EF2 kinase;SMART:SM00811;;query 30-264;description=MHCK/EF2 kinase","2144792:2145775 Forward"
"Tb927.8.6590","hypothetical protein, conserved",2.46172,2.68985196852819,"Up in MF",-2.46172,0.002042434,5.50873094060615,NA,"PANTHER:PTHR12289;;query 49-246;description=null","1905878:1906792 Reverse"
"Tb927.6.3640","hypothetical protein, conserved",2.461402,3.17872759488351,"Up in MF",-2.461402,0.000662632,5.50751683551833,"+","InterPro:IPR000315 :Zinc finger, B-box;Prosite:PS50119;;query 86-132;description=Zinc finger, B-box","1084721:1086406 Reverse"
"Tb927.8.670","hypothetical protein, conserved",2.443477,3.16876326011443,"Up in MF",-2.443477,0.000678011,5.43951114246855,"+","InterPro:IPR016040 :NAD(P)-binding;Superfamily:SSF51735;;query 1-246;description=NAD(P)-binding","187367:188239 Reverse"
"Tb927.9.2290","hypothetical protein, unlikely",2.42554,3.13198130220421,"Up in MF",-2.42554,0.000737936,5.37230048410227,"+","missing_note_qualifer","509690:510106 Reverse"
"Tb11.NT.66","missing_product_qualifer",2.422598,2.62345643745854,"Up in MF",-2.422598,0.002379817,5.36135624216255,NA,"not essential in procyclics, MS-12","1529940:1530413 Could not determine strand"
"Tb927.11.1180","protein kinase, putative",2.420511,3.35446671480401,"Up in MF",-2.420511,0.000442113,5.35360612106329,"+","InterPro:IPR001245 :Tyrosine protein kinase;SMART:SM00219;;query 21-322;description=Tyrosine protein kinase","346462:347439 Could not determine strand"
"Tb927.7.6490","hypothetical protein, conserved",2.413576,2.60826589093788,"Up in MF",-2.413576,0.00246453,5.32793322048694,NA,"Tb927.7.6490 is included in the African trypanosome cell surface phylome and is a member of Fam10 (14 members)","1762295:1763089 Forward"
"Tb927.10.2410","MSP-C, putative",2.406904,2.92152976905214,"Up in MF",-2.406904,0.001198037,5.30335013324267,"+","100% identical to:GB:AAO72980.1: major surface protease-like protein C {Trypanosoma brucei;} PMID:12707278","620835:622610 Reverse"
"Tb927.4.960","hypothetical protein, conserved",2.403847,2.91568187335603,"Up in MF",-2.403847,0.001214278,5.29212449203223,"+","InterPro:IPR011046 :WD40 repeat-like;Superfamily:SSF50978;;query 1-560;description=WD40 repeat-like","263441:266977 Reverse"
"Tb927.11.3010","hypothetical protein, conserved",2.393728,2.31675757320342,"Up in MF",-2.393728,0.004822169,5.25513563276685,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","868164:869879 Reverse"
"Tb927.11.2400","hypothetical protein, conserved",2.38677,2.56339501154672,"Up in MF",-2.38677,0.002732782,5.22985156460329,NA,"term=annotation;db_xref=PMID:21363968;date=20110218;qualifier=added_controlled_curation;qualifier=added_comment;curatorName=FLK","688369:689025 Could not determine strand"
"Tb927.10.3220","hypothetical protein, unlikely",2.335772,3.86159308366374,"Up in MF",-2.335772,0.000137533,5.04821025858608,"+","term=annotation;date=20110221;qualifier=added_contro lled_curation;qualifier=added_comment;curatorName=FLK","834565:835011 Forward"
"Tb927.10.6050","clathrin heavy chain",2.323371,2.34702602764903,"Up in MF",-2.323371,0.004497529,5.00500322961521,NA,"iprscan;InterPro:IPR016341 :Clathrin, heavy chain;PIRSF:PIRSF002290;;score=0.0;query 1-1689;description=Clathrin, heavy chain","1521439:1526550 Reverse"
"Tb927.9.11970","hypothetical protein, conserved",2.311506,2.90329849839,"Up in MF",-2.311506,0.0012494,4.96400992505652,"+","mitochondrial localisation predicted by MitoCarta (PMID:20660476)","1870821:1872527 Forward"
"Tb927.6.1030","cysteine peptidase precursor",2.305931,2.87258482442572,"Up in MF",-2.305931,0.001340958,4.94486453922314,"+","Tb927.6.1030 is included in the African trypanosome cell surface phylome and is a member of Fam67 (33 members)","417146:418495 Reverse;>Tb927.6.1040 | cysteine peptidase precursor | Tb927.6.1040 is included in the African trypanosome cell surface phylome and is a member of Fam67 (33 members) | 418907:420256 Reverse"
"Tb927.6.3240","hypothetical protein, conserved",2.30123,2.8831277091533,"Up in MF",-2.30123,0.001308797,4.92877799592297,"+","missing_note_qualifer","959448:960263 Forward"
"Tb927.6.4390","kinesin, putative",2.301088,3.76906851354452,"Up in MF",-2.301088,0.000170189,4.92829289545968,"+","InterPro:IPR001752 :Kinesin, motor region;PRINTS:PR00380;;query 237-254;description=Kinesin, motor region","1234638:1237973 Reverse"
"Tb927.7.6600","hypothetical protein, conserved",2.287079,2.85546626616349,"Up in MF",-2.287079,0.00139487,4.88066929252225,"+","Part of an tandem of six genes (Tb07.15M23.130, Tb07.15M23.140, Tb07.15M23.150, Tb07.15M23.160, Tb07.15M23.170, Tb07.15M23.180, Tb07.15M23.190). Tb07.15M23.170 and Tb07.15M23.180 both contain a large repeat insertion and could be pseudogenes.","1803709:1804515 Reverse"
"Tb927.2.3880","heterogeneous nuclear ribonucleoprotein H/F, putative",2.283422,3.72238391037595,"Up in MF",-2.283422,0.000189503,4.86831324739555,"+","HnRNPH/F: pers. comm. C. Clayton, University of Heidelberg","686755:688218 Reverse"
"Tb927.7.3590","hypothetical protein, conserved",2.282579,3.72016657789945,"Up in MF",-2.282579,0.000190473,4.86546941057813,"+","mitochondrial localisation predicted by MitoCarta (PMID:20660476)","936438:936893 Reverse"
"Tb927.8.2660","hypothetical protein, conserved",2.258218,2.3537218746082,"Up in MF",-2.258218,0.004428719,4.78400202430883,NA,"InterPro:IPR006652 :Kelch repeat type 1;Pfam:PF01344;;query 1524-1570;description=Kelch repeat type 1","785065:790824 Forward"
"Tb927.10.15930","hypothetical protein, conserved",2.248999,2.11670716189922,"Up in MF",-2.248999,0.00764351,4.75352912533127,NA,"iprscan;PANTHER:PTHR22939:SF12;;score=9.4E-5;query 335-396;description=null","3927048:3928505 Forward"
"Tb927.9.6320","hypothetical protein, conserved",2.247217,2.33620158126158,"Up in MF",-2.247217,0.004611035,4.74766124660075,NA,"term=annotation;db_xref=PMID:21363968;date=20110218;qualifier=added_controlled_curation;qualifier=added_comment;curatorName=FLK","1039345:1040220 Forward"
"Tb927.6.3550","phospholipid-translocating P-type ATPase (flippase), putative",2.226004,2.30260403524073,"Up in MF",-2.226004,0.004981911,4.67836362736804,NA,"InterPro:IPR006539 :Phospholipid-translocating P-type ATPase, flippase;TIGR_TIGRFAMS:TIGR01652;;query 15-1144;description=Phospholipid-translocating P-type ATPase, flippase","1056159:1059749 Reverse"
"Tb927.11.7380","glycerol-3-phosphate dehydrogenase (FAD-dependent), mitochondrial",2.223441,2.20148781230473,"Up in MF",-2.223441,0.006287995,4.67005972319329,NA,"RNAi phenotypes were observed in a PEPCK (GeneDB:Tb927.2.4210) null mutant (PMID:20702405)","2077880:2079691 Could not determine strand"
"Tb927.11.6390","hypothetical protein, conserved",2.198858,2.43491463578912,"Up in MF",-2.198858,0.003673545,4.59115773975796,NA,"InterPro:IPR002913 :Lipid-binding START;Pfam:PF01852;;query 34-250;description=Lipid-binding START","1796497:1797375 Reverse"
"Tb927.4.3480","hypothetical protein",2.179645,2.02407906999875,"Up in MF",-2.179645,0.009460649,4.53042061587731,NA,"tmhmm;;query 1-183;| 902579:903130 Reverse",NA
"Tb927.8.7970","hypothetical protein",2.176968,2.49843453867426,"Up in MF",-2.176968,0.003173697,4.52202196572915,NA,"term=annotation;date=20110221;qualifier=added_contro lled_curation;qualifier=added_comment;curatorName=FLK","2347985:2349469 Forward"
"Tb927.4.5410","variant surface glycoprotein (VSG, atypical), putative",2.170784,2.01239392388085,"Up in MF",-2.170784,0.009718653,4.50268015374689,NA,"Tb927.4.5410 is included in the African trypanosome cell surface phylome and is a member of Fam0a (459 members)","1479780:1481306 Forward;>Tb927.4.5420 | variant surface glycoprotein (VSG, atypical), putative | Tb927.4.5420 is included in the African trypanosome cell surface phylome and is a member of Fam0a (459 members) | 1482527:1484053 Forward;>Tb927.4.5430 | variant surface glycoprotein (VSG, atypical), putative | Tb927.4.5430 is included in the African trypanosome cell surface phylome and is a member of Fam0a (459 members) | 1485239:1486768 Forward"
"Tb927.7.2250","carnitine O-palmitoyltransferase II, putative",2.165855,2.6241076873619,"Up in MF",-2.165855,0.002376251,4.4873228950509,NA,"Superfamily:SSF52777;;query 455-668;description=null","581709:583715 Reverse"
"Tb927.10.15440","hypothetical protein, conserved",2.164626,3.41623916153765,"Up in MF",-2.164626,0.000383496,4.4835018716679,"+","term=annotation;db_xref=PMID:21363968;date=20110218;qualifier=added_controlled_curation;qualifier=added_comment;curatorName=FLK","3792626:3793483 Forward"
"Tb927.9.13360","ubiquitin-protein ligase, putative",2.161911,2.47190692692649,"Up in MF",-2.161911,0.003373596,4.47507232797209,NA,"InterPro:IPR000569 :HECT;Prosite:PS50237;;query 1542-1912;description=HECT","2111432:2117170 Reverse"
"Tb927.10.2570","lysosomal alpha-mannosidase precursor, putative",2.15727,3.39772942691026,"Up in MF",-2.15727,0.000400194,4.46069961556531,"+","iprscan;InterPro:IPR011013 :Glycoside hydrolase-type carbohydrate-binding;Superfamily:SSF74650;;score=1.4E-98;qu ery 459-985;description=Glycoside hydrolase-type carbohydrate-binding","664909:667902 Forward"
"Tb927.8.3900","hypothetical protein, conserved",2.140953,1.97330947009216,"Up in MF",-2.140953,0.01063385,4.41053296395616,NA,"Tb927.8.3900 is included in the African trypanosome cell surface phylome and is a member of Fam75 (8 members)","1162882:1163994 Reverse;>Tb927.8.3890 | hypothetical protein, conserved | Tb927.8.3890 is included in the African trypanosome cell surface phylome and is a member of Fam75 (8 members) | 1160256:1161233 Reverse;>Tb927.8.3880 | hypothetical protein, conserved | Tb927.8.3880 is included in the African trypanosome cell surface phylome and is a member of Fam75 (8 members) | 1157696:1158607 Reverse"
